Latitude (decimal degrees):	10.702
Longitude (decimal degrees):	122.562
Elevation (m):	9
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190828:0730,125.41,172.25,36.14,26.1,6.0,0.0
20190828:0830,76.56,115.25,21.47,26.5,6.55,0.0
20190828:0930,4.75,17.45,6.86,26.49,5.93,0.0
20190828:1030,0.0,0.0,0.0,25.82,6.55,0.0
20190828:1130,0.0,0.0,0.0,25.17,6.41,0.0
20190828:1230,0.0,0.0,0.0,25.21,6.34,0.0
20190828:1330,0.0,0.0,0.0,25.27,6.28,0.0
20190828:1430,0.0,0.0,0.0,25.32,5.38,0.0
20190828:1530,0.0,0.0,0.0,25.34,5.45,0.0
20190828:1630,0.0,0.0,0.0,25.19,5.24,0.0
20190828:1730,0.0,0.0,0.0,25.0,5.03,0.0
20190828:1830,0.0,0.0,0.0,25.1,4.76,0.0
20190828:1930,0.0,0.0,0.0,25.41,5.24,0.0
20190828:2030,0.0,0.0,0.0,25.1,5.66,0.0
20190828:2130,0.0,0.0,-3.23,25.23,4.97,0.0
20190828:2230,29.79,60.75,11.32,25.33,4.76,0.0
20190828:2330,124.53,173.35,25.95,25.51,4.62,0.0
20190829:0030,223.16,288.25,40.68,26.0,4.48,0.0
20190829:0130,433.28,546.7,55.41,26.33,5.03,0.0
20190829:0230,495.09,626.55,70.15,27.21,5.86,0.0
20190829:0330,419.82,531.2,84.8,26.95,6.07,0.0
20190829:0430,502.14,635.3,80.2,27.0,6.41,0.0
20190829:0530,504.76,638.95,65.48,27.51,6.41,0.0
20190829:0630,339.44,432.5,50.75,28.0,6.62,0.0
20190829:0730,206.35,271.25,36.03,27.79,5.38,0.0
20190829:0830,149.86,211.55,21.35,26.62,5.17,0.0
20190829:0930,17.97,46.75,6.72,26.64,4.76,0.0
20190829:1030,0.0,0.0,0.0,25.98,4.34,0.0
20190829:1130,0.0,0.0,0.0,25.7,3.66,0.0
20190829:1230,0.0,0.0,0.0,25.39,3.1,0.0
20190829:1330,0.0,0.0,0.0,25.02,3.31,0.0
20190829:1430,0.0,0.0,0.0,24.88,3.66,0.0
20190829:1530,0.0,0.0,0.0,24.75,3.52,0.0
20190829:1630,0.0,0.0,0.0,24.9,3.31,0.0
20190829:1730,0.0,0.0,0.0,25.15,3.31,0.0
20190829:1830,0.0,0.0,0.0,25.04,3.66,0.0
20190829:1930,0.0,0.0,0.0,25.14,2.9,0.0
20190829:2030,0.0,0.0,0.0,25.04,2.76,0.0
20190829:2130,0.0,0.0,-3.22,24.71,2.9,0.0
20190829:2230,51.27,88.25,11.34,24.81,3.03,0.0
20190829:2330,181.71,244.55,25.99,25.61,3.31,0.0
20190830:0030,262.22,340.3,40.72,26.73,3.52,0.0
20190830:0130,427.51,550.25,55.45,27.62,3.45,0.0
20190830:0230,578.98,754.2,70.19,28.4,3.52,0.0
20190830:0330,602.37,791.15,84.77,29.06,3.66,0.0
20190830:0430,636.64,838.85,80.06,29.4,3.66,0.0
20190830:0530,536.37,700.6,65.37,29.71,3.72,0.0
20190830:0630,234.23,309.45,50.63,29.5,3.66,0.0
20190830:0730,182.3,246.3,35.91,29.13,2.62,0.0
20190830:0830,110.51,158.4,21.22,28.8,2.9,0.0
20190830:0930,13.58,31.75,6.58,28.33,2.14,0.0
20190830:1030,0.0,0.0,0.0,27.64,1.38,0.0
20190830:1130,0.0,0.0,0.0,27.03,0.9,0.0
20190830:1230,0.0,0.0,0.0,26.78,0.9,0.0
20190830:1330,0.0,0.0,0.0,26.43,1.1,0.0
20190830:1430,0.0,0.0,0.0,26.3,1.17,0.0
20190830:1530,0.0,0.0,0.0,26.41,1.1,0.0
20190830:1630,0.0,0.0,0.0,26.71,0.76,0.0
20190830:1730,0.0,0.0,0.0,26.36,0.83,0.0
20190830:1830,0.0,0.0,0.0,25.09,1.45,0.0
20190830:1930,0.0,0.0,0.0,25.36,1.31,0.0
20190830:2030,0.0,0.0,0.0,26.12,0.9,0.0
20190830:2130,0.0,0.0,-3.21,26.25,0.76,0.0
20190830:2230,33.63,60.65,11.36,26.29,0.76,0.0
20190830:2330,186.66,253.15,26.02,25.78,0.69,0.0
20190831:0030,296.04,390.1,40.76,27.02,0.76,0.0
20190831:0130,417.76,551.55,55.5,27.43,0.97,0.0
20190831:0230,482.27,639.35,70.22,28.07,1.38,0.0
20190831:0330,436.95,576.5,84.72,28.76,1.72,0.0
20190831:0430,279.48,367.0,79.91,27.99,1.86,0.0
20190831:0530,217.71,288.25,65.25,27.34,2.0,0.0
20190831:0630,198.48,263.2,50.52,27.25,2.48,0.0
20190831:0730,119.48,166.85,35.79,26.81,2.21,0.0
20190831:0830,35.78,61.35,21.09,26.77,1.17,0.0
20190831:0930,1.04,8.6,6.44,26.48,0.34,0.0
20190831:1030,0.0,0.0,0.0,26.4,0.41,0.0
20190831:1130,0.0,0.0,0.0,25.69,0.69,0.0
20190831:1230,0.0,0.0,0.0,25.51,0.83,0.0
20190831:1330,0.0,0.0,0.0,25.63,1.45,0.0
20190831:1430,0.0,0.0,0.0,25.45,1.45,0.0
20190831:1530,0.0,0.0,0.0,25.27,1.31,0.0
20190831:1630,0.0,0.0,0.0,25.47,1.72,0.0
20190831:1730,0.0,0.0,0.0,25.42,2.07,0.0
20190831:1830,0.0,0.0,0.0,25.4,2.21,0.0
20190831:1930,0.0,0.0,0.0,25.24,0.9,0.0
20190831:2030,0.0,0.0,0.0,25.83,0.62,0.0
20190831:2130,0.0,0.0,-3.21,26.09,0.34,0.0
20190831:2230,11.46,27.0,11.38,26.09,0.34,0.0
20190831:2330,136.02,189.4,26.05,25.6,0.62,0.0
20190901:0030,304.38,396.65,40.8,26.46,0.97,0.0
20190901:0130,453.1,591.75,55.54,26.84,1.31,0.0
20190901:0230,459.13,607.0,70.26,27.47,1.38,0.0
20190901:0330,331.25,435.65,84.65,28.08,1.66,0.0
20190901:0430,283.67,371.75,79.75,27.44,2.28,0.0
20190901:0530,122.76,172.25,65.13,27.65,1.66,0.0
20190901:0630,130.96,181.4,50.39,26.92,1.52,0.0
20190901:0730,196.53,260.9,35.66,27.07,2.41,0.0
20190901:0830,94.46,139.4,20.96,27.3,2.97,0.0
20190901:0930,12.32,32.75,6.3,26.82,2.9,0.0
20190901:1030,0.0,0.0,0.0,26.03,2.83,0.0
20190901:1130,0.0,0.0,0.0,25.42,2.9,0.0
20190901:1230,0.0,0.0,0.0,25.39,2.9,0.0
20190901:1330,0.0,0.0,0.0,25.23,3.1,0.0
20190901:1430,0.0,0.0,0.0,25.09,3.17,0.0
20190901:1530,0.0,0.0,0.0,24.91,3.38,0.0
20190901:1630,0.0,0.0,0.0,24.77,3.72,0.0
20190901:1730,0.0,0.0,0.0,24.77,3.86,0.0
20190901:1830,0.0,0.0,0.0,25.01,4.28,0.0
20190901:1930,0.0,0.0,0.0,24.85,4.34,0.0
20190901:2030,0.0,0.0,0.0,24.97,5.24,0.0
20190901:2130,0.0,0.0,-3.2,24.85,6.34,0.0
20190901:2230,0.59,8.1,11.41,24.75,6.0,0.0
20190901:2330,10.68,25.65,26.08,25.02,5.45,0.0
20190902:0030,41.05,67.65,40.84,25.27,5.45,0.0
20190902:0130,66.2,99.3,55.57,25.4,6.07,0.0
20190902:0230,159.82,212.85,70.28,25.69,5.66,0.0
20190902:0330,179.02,237.35,84.55,25.98,5.66,0.0
20190902:0430,216.99,284.1,79.58,25.76,5.38,0.0
20190902:0530,325.43,415.6,64.99,26.24,5.45,0.0
20190902:0630,222.6,290.9,50.27,26.75,5.86,0.0
20190902:0730,142.04,193.05,35.53,26.43,5.72,0.0
20190902:0830,51.82,82.45,20.82,26.39,5.45,0.0
20190902:0930,6.59,20.45,6.16,26.21,5.03,0.0
20190902:1030,0.0,0.0,0.0,26.1,4.21,0.0
20190902:1130,0.0,0.0,0.0,25.88,4.48,0.0
20190902:1230,0.0,0.0,0.0,25.5,4.55,0.0
20190902:1330,0.0,0.0,0.0,25.52,4.28,0.0
20190902:1430,0.0,0.0,0.0,25.42,5.03,0.0
20190902:1530,0.0,0.0,0.0,25.18,5.31,0.0
20190902:1630,0.0,0.0,0.0,25.36,4.9,0.0
20190902:1730,0.0,0.0,0.0,25.65,4.34,0.0
20190902:1830,0.0,0.0,0.0,25.78,4.28,0.0
20190902:1930,0.0,0.0,0.0,25.55,4.28,0.0
20190902:2030,0.0,0.0,0.0,25.73,4.48,0.0
20190902:2130,0.0,0.0,-3.19,25.73,4.83,0.0
20190902:2230,19.98,40.0,11.43,25.53,4.83,0.0
20190902:2330,89.37,129.05,26.11,25.66,4.55,0.0
20190903:0030,237.95,309.5,40.87,25.97,4.48,0.0
20190903:0130,298.79,383.15,55.61,26.69,4.48,0.0
20190903:0230,441.1,563.6,70.3,27.11,4.34,0.0
20190903:0330,494.59,634.8,84.43,27.79,4.34,0.0
20190903:0430,531.06,685.45,79.39,28.17,4.41,0.0
20190903:0530,482.47,619.1,64.86,28.64,4.83,0.0
20190903:0630,438.96,563.5,50.14,28.84,4.62,0.0
20190903:0730,296.95,385.1,35.4,28.9,4.97,0.0
20190903:0830,155.58,222.15,20.68,28.61,4.41,0.0
20190903:0930,12.7,42.15,6.01,28.14,3.45,0.0
20190903:1030,0.0,0.0,0.0,27.38,2.76,0.0
20190903:1130,0.0,0.0,0.0,26.98,2.41,0.0
20190903:1230,0.0,0.0,0.0,26.74,2.34,0.0
20190903:1330,0.0,0.0,0.0,26.59,2.34,0.0
20190903:1430,0.0,0.0,0.0,26.49,2.34,0.0
20190903:1530,0.0,0.0,0.0,26.36,2.55,0.0
20190903:1630,0.0,0.0,0.0,26.18,2.62,0.0
20190903:1730,0.0,0.0,0.0,26.01,2.76,0.0
20190903:1830,0.0,0.0,0.0,25.98,2.97,0.0
20190903:1930,0.0,0.0,0.0,25.72,2.28,0.0
20190903:2030,0.0,0.0,0.0,25.35,2.14,0.0
20190903:2130,0.0,0.0,-3.17,25.05,2.0,0.0
20190903:2230,57.56,103.1,11.45,24.94,2.07,0.0
20190903:2330,185.47,250.85,26.15,26.33,2.55,0.0
20190904:0030,311.28,402.9,40.91,27.44,3.59,0.0
20190904:0130,410.42,528.1,55.64,28.16,3.93,0.0
20190904:0230,489.63,634.9,70.32,28.73,4.21,0.0
20190904:0330,464.62,602.35,84.28,29.17,4.41,0.0
20190904:0430,512.69,665.85,79.19,29.21,4.41,0.0
20190904:0530,447.66,578.15,64.71,29.41,4.48,0.0
20190904:0630,419.44,539.1,50.0,29.26,4.41,0.0
20190904:0730,277.4,364.55,35.26,29.45,3.79,0.0
20190904:0830,143.83,205.3,20.54,29.12,3.86,0.0
20190904:0930,16.94,47.6,5.86,28.54,3.52,0.0
20190904:1030,0.0,0.0,0.0,27.75,3.31,0.0
20190904:1130,0.0,0.0,0.0,27.12,2.9,0.0
20190904:1230,0.0,0.0,0.0,26.72,2.55,0.0
20190904:1330,0.0,0.0,0.0,26.45,2.41,0.0
20190904:1430,0.0,0.0,0.0,26.1,2.34,0.0
20190904:1530,0.0,0.0,0.0,25.99,2.69,0.0
20190904:1630,0.0,0.0,0.0,25.89,3.03,0.0
20190904:1730,0.0,0.0,0.0,25.78,3.1,0.0
20190904:1830,0.0,0.0,0.0,25.69,2.83,0.0
20190904:1930,0.0,0.0,0.0,25.39,2.07,0.0
20190904:2030,0.0,0.0,0.0,25.08,2.0,0.0
20190904:2130,0.0,0.0,-3.16,25.05,2.07,0.0
20190904:2230,34.98,60.9,11.48,25.25,2.28,0.0
20190904:2330,127.26,176.7,26.18,25.78,2.62,0.0
20190905:0030,280.98,363.7,40.94,26.38,3.24,0.0
20190905:0130,510.0,656.4,55.68,27.64,4.21,0.0
20190905:0230,568.5,737.3,70.33,28.73,4.62,0.0
20190905:0330,642.28,839.9,84.12,29.27,4.69,0.0
20190905:0430,573.69,745.35,78.99,29.6,5.17,0.0
20190905:0530,521.41,673.4,64.56,29.55,5.38,0.0
20190905:0630,407.95,523.3,49.86,29.37,6.07,0.0
20190905:0730,272.25,355.45,35.13,29.3,5.17,0.0
20190905:0830,125.39,179.95,20.4,28.98,4.69,0.0
20190905:0930,15.45,41.61,5.71,28.32,4.07,0.0
20190905:1030,0.0,0.0,0.0,27.63,3.93,0.0
20190905:1130,0.0,0.0,0.0,27.25,3.66,0.0
20190905:1230,0.0,0.0,0.0,27.0,3.31,0.0
20190905:1330,0.0,0.0,0.0,26.79,3.03,0.0
20190905:1430,0.0,0.0,0.0,26.48,3.03,0.0
20190905:1530,0.0,0.0,0.0,26.3,3.17,0.0
20190905:1630,0.0,0.0,0.0,26.19,3.24,0.0
20190905:1730,0.0,0.0,0.0,26.09,3.38,0.0
20190905:1830,0.0,0.0,0.0,25.97,3.45,0.0
20190905:1930,0.0,0.0,0.0,25.97,3.1,0.0
20190905:2030,0.0,0.0,0.0,26.0,3.24,0.0
20190905:2130,0.0,0.0,-3.15,26.07,3.24,0.0
20190905:2230,63.82,112.7,11.5,25.99,3.24,0.0
20190905:2330,228.26,304.3,26.21,26.79,4.0,0.0
20190906:0030,350.67,447.05,40.98,27.66,5.03,0.0
20190906:0130,449.37,572.15,55.7,28.13,5.24,0.0
20190906:0230,524.77,669.0,70.33,28.46,5.52,0.0
20190906:0330,572.39,733.4,83.93,28.54,5.59,0.0
20190906:0430,667.81,862.15,78.77,28.68,5.86,0.0
20190906:0530,560.79,718.75,64.41,29.19,6.14,0.0
20190906:0630,429.36,547.8,49.72,28.94,6.0,0.0
20190906:0730,308.12,399.2,34.98,28.98,5.59,0.0
20190906:0830,141.33,203.5,20.25,28.75,5.1,0.0
20190906:0930,13.43,43.92,5.56,28.25,4.76,0.0
20190906:1030,0.0,0.0,0.0,27.65,4.69,0.0
20190906:1130,0.0,0.0,0.0,27.09,4.21,0.0
20190906:1230,0.0,0.0,0.0,26.81,3.72,0.0
20190906:1330,0.0,0.0,0.0,26.66,3.59,0.0
20190906:1430,0.0,0.0,0.0,26.3,3.79,0.0
20190906:1530,0.0,0.0,0.0,25.84,3.45,0.0
20190906:1630,0.0,0.0,0.0,25.36,2.9,0.0
20190906:1730,0.0,0.0,0.0,24.78,2.9,0.0
20190906:1830,0.0,0.0,0.0,24.49,3.24,0.0
20190906:1930,0.0,0.0,0.0,25.16,3.86,0.0
20190906:2030,0.0,0.0,0.0,25.32,4.07,0.0
20190906:2130,0.0,0.0,-3.13,25.44,4.0,0.0
20190906:2230,43.73,78.1,11.53,25.35,4.55,0.0
20190906:2330,133.08,183.25,26.24,25.5,5.03,0.0
20190907:0030,399.09,504.15,41.01,26.1,5.45,0.0
20190907:0130,525.19,666.8,55.73,27.46,5.72,0.0
20190907:0230,629.87,807.0,70.32,28.25,6.0,0.0
20190907:0330,636.34,816.75,83.73,28.73,6.14,0.0
20190907:0430,533.19,683.3,78.54,28.91,5.93,0.0
20190907:0530,408.55,522.85,64.24,28.85,5.66,0.0
20190907:0630,513.7,655.1,49.57,28.4,5.45,0.0
20190907:0730,295.17,382.95,34.84,29.4,5.66,0.0
20190907:0830,161.47,231.7,20.11,28.98,5.31,0.0
20190907:0930,12.66,44.68,5.4,28.5,4.34,0.0
20190907:1030,0.0,0.0,0.0,27.78,3.79,0.0
20190907:1130,0.0,0.0,0.0,27.25,3.38,0.0
20190907:1230,0.0,0.0,0.0,26.88,2.97,0.0
20190907:1330,0.0,0.0,0.0,26.67,2.9,0.0
20190907:1430,0.0,0.0,0.0,26.48,2.83,0.0
20190907:1530,0.0,0.0,0.0,26.4,2.76,0.0
20190907:1630,0.0,0.0,0.0,26.31,2.69,0.0
20190907:1730,0.0,0.0,0.0,26.13,2.97,0.0
20190907:1830,0.0,0.0,0.0,25.91,3.52,0.0
20190907:1930,0.0,0.0,0.0,26.27,3.24,0.0
20190907:2030,0.0,0.0,0.0,26.08,3.17,0.0
20190907:2130,0.0,0.0,-3.12,26.09,2.9,0.0
20190907:2230,66.0,117.1,11.55,26.07,3.17,0.0
20190907:2330,256.82,340.85,26.27,26.79,4.0,0.0
20190908:0030,425.59,540.55,41.04,27.83,5.59,0.0
20190908:0130,553.04,702.5,55.75,28.55,6.34,0.0
20190908:0230,555.85,708.95,70.31,29.13,6.55,0.0
20190908:0330,601.01,767.6,83.51,29.24,6.48,0.0
20190908:0430,642.48,828.0,78.3,29.34,6.21,0.0
20190908:0530,491.3,628.75,64.08,29.4,5.86,0.0
20190908:0630,452.63,577.45,49.42,28.29,5.31,0.0
20190908:0730,272.27,352.75,34.69,27.97,5.38,0.0
20190908:0830,107.94,157.15,19.96,28.02,5.24,0.0
20190908:0930,14.16,40.02,5.25,27.57,5.1,0.0
20190908:1030,0.0,0.0,0.0,27.0,4.34,0.0
20190908:1130,0.0,0.0,0.0,26.71,3.79,0.0
20190908:1230,0.0,0.0,0.0,26.56,3.45,0.0
20190908:1330,0.0,0.0,0.0,26.4,3.31,0.0
20190908:1430,0.0,0.0,0.0,26.31,3.31,0.0
20190908:1530,0.0,0.0,0.0,26.29,3.38,0.0
20190908:1630,0.0,0.0,0.0,26.31,3.31,0.0
20190908:1730,0.0,0.0,0.0,26.22,3.24,0.0
20190908:1830,0.0,0.0,0.0,26.23,3.17,0.0
20190908:1930,0.0,0.0,0.0,26.15,3.03,0.0
20190908:2030,0.0,0.0,0.0,26.16,3.1,0.0
20190908:2130,0.0,0.0,-3.1,26.29,3.17,0.0
20190908:2230,23.2,44.65,11.58,26.43,3.24,0.0
20190908:2330,133.77,185.7,26.3,26.87,3.31,0.0
20190909:0030,239.13,313.55,41.07,27.78,4.28,0.0
20190909:0130,473.09,606.1,55.77,28.4,4.76,0.0
20190909:0230,542.54,699.2,70.29,29.09,4.97,0.0
20190909:0330,475.64,611.6,83.28,29.52,4.83,0.0
20190909:0430,564.05,730.05,78.05,29.49,4.62,0.0
20190909:0530,413.92,533.35,63.9,29.84,4.83,0.0
20190909:0630,241.68,317.8,49.27,29.6,4.48,0.0
20190909:0730,83.07,122.65,34.54,29.15,3.86,0.0
20190909:0830,89.8,134.65,19.81,28.68,3.03,0.0
20190909:0930,4.89,18.42,5.09,28.34,2.62,0.0
20190909:1030,0.0,0.0,0.0,27.75,2.55,0.0
20190909:1130,0.0,0.0,0.0,27.32,2.34,0.0
20190909:1230,0.0,0.0,0.0,27.0,2.21,0.0
20190909:1330,0.0,0.0,0.0,26.83,2.14,0.0
20190909:1430,0.0,0.0,0.0,26.75,2.28,0.0
20190909:1530,0.0,0.0,0.0,26.63,2.48,0.0
20190909:1630,0.0,0.0,0.0,26.55,2.76,0.0
20190909:1730,0.0,0.0,0.0,26.3,3.03,0.0
20190909:1830,0.0,0.0,0.0,26.06,3.17,0.0
20190909:1930,0.0,0.0,0.0,25.98,3.17,0.0
20190909:2030,0.0,0.0,0.0,25.99,2.9,0.0
20190909:2130,0.0,0.0,-3.08,25.82,2.34,0.0
20190909:2230,26.83,51.15,11.6,25.77,2.14,0.0
20190909:2330,86.89,126.55,26.33,26.52,2.55,0.0
20190910:0030,263.19,345.15,41.1,27.31,2.83,0.0
20190910:0130,490.37,638.45,55.78,28.22,3.03,0.0
20190910:0230,535.45,700.35,70.27,29.29,3.31,0.0
20190910:0330,584.98,766.6,83.03,29.81,3.93,0.0
20190910:0430,636.44,835.65,77.79,30.22,4.55,0.0
20190910:0530,627.45,820.75,63.72,30.62,4.83,0.0
20190910:0630,385.56,501.85,49.11,30.63,4.83,0.0
20190910:0730,235.87,314.1,34.39,29.92,4.07,0.0
20190910:0830,98.35,143.7,19.65,29.56,3.45,0.0
20190910:0930,10.11,28.32,4.93,28.82,3.1,0.0
20190910:1030,0.0,0.0,0.0,28.02,3.31,0.0
20190910:1130,0.0,0.0,0.0,27.54,3.31,0.0
20190910:1230,0.0,0.0,0.0,27.25,3.1,0.0
20190910:1330,0.0,0.0,0.0,27.0,3.1,0.0
20190910:1430,0.0,0.0,0.0,26.83,3.17,0.0
20190910:1530,0.0,0.0,0.0,26.71,3.24,0.0
20190910:1630,0.0,0.0,0.0,26.58,3.31,0.0
20190910:1730,0.0,0.0,0.0,26.49,3.31,0.0
20190910:1830,0.0,0.0,0.0,26.41,3.03,0.0
20190910:1930,0.0,0.0,0.0,26.5,2.48,0.0
20190910:2030,0.0,0.0,0.0,26.48,2.55,0.0
20190910:2130,0.0,0.0,-3.07,26.46,2.83,0.0
20190910:2230,38.67,69.75,11.63,26.44,2.76,0.0
20190910:2330,132.64,183.8,26.36,26.88,2.83,0.0
20190911:0030,310.9,405.05,41.12,27.67,3.03,0.0
20190911:0130,439.13,570.95,55.8,28.57,3.72,0.0
20190911:0230,441.55,572.65,70.24,29.16,4.21,0.0
20190911:0330,477.52,623.5,82.77,29.36,4.62,0.0
20190911:0430,443.23,576.35,77.53,29.55,5.45,0.0
20190911:0530,329.41,430.45,63.54,29.4,5.52,0.0
20190911:0630,218.24,288.45,48.95,28.11,4.55,0.0
20190911:0730,114.22,160.8,34.24,27.63,3.45,0.0
20190911:0830,58.36,91.05,19.5,27.11,3.31,0.0
20190911:0930,3.22,13.65,4.78,26.62,3.72,0.0
20190911:1030,0.0,0.0,0.0,26.06,3.93,0.0
20190911:1130,0.0,0.0,0.0,25.84,3.79,0.0
20190911:1230,0.0,0.0,0.0,25.58,3.52,0.0
20190911:1330,0.0,0.0,0.0,25.53,3.79,0.0
20190911:1430,0.0,0.0,0.0,25.47,3.93,0.0
20190911:1530,0.0,0.0,0.0,25.46,3.86,0.0
20190911:1630,0.0,0.0,0.0,25.44,3.72,0.0
20190911:1730,0.0,0.0,0.0,25.44,3.72,0.0
20190911:1830,0.0,0.0,0.0,25.3,3.93,0.0
20190911:1930,0.0,0.0,0.0,24.57,5.17,0.0
20190911:2030,0.0,0.0,0.0,24.7,5.03,0.0
20190911:2130,0.0,0.0,-3.05,24.93,4.97,0.0
20190911:2230,1.75,10.15,11.65,25.13,4.41,0.0
20190911:2330,27.03,49.1,26.39,25.22,3.72,0.0
20190912:0030,102.02,144.0,41.14,25.42,4.34,0.0
20190912:0130,207.28,272.1,55.8,25.78,4.76,0.0
20190912:0230,240.92,311.55,70.2,26.35,5.38,0.0
20190912:0330,306.05,391.0,82.49,26.63,5.52,0.0
20190912:0430,307.7,395.55,77.26,27.0,5.59,0.0
20190912:0530,252.33,326.1,63.35,26.87,5.79,0.0
20190912:0630,221.79,287.05,48.78,26.79,5.45,0.0
20190912:0730,175.18,233.45,34.08,26.56,5.17,0.0
20190912:0830,37.42,63.95,19.34,26.55,4.48,0.0
20190912:0930,7.68,21.86,4.62,26.25,3.86,0.0
20190912:1030,0.0,0.0,0.0,26.0,3.86,0.0
20190912:1130,0.0,0.0,0.0,25.71,4.0,0.0
20190912:1230,0.0,0.0,0.0,25.52,4.0,0.0
20190912:1330,0.0,0.0,0.0,25.46,4.21,0.0
20190912:1430,0.0,0.0,0.0,25.4,4.55,0.0
20190912:1530,0.0,0.0,0.0,25.25,4.97,0.0
20190912:1630,0.0,0.0,0.0,25.26,4.97,0.0
20190912:1730,0.0,0.0,0.0,25.23,4.69,0.0
20190912:1830,0.0,0.0,0.0,25.14,4.55,0.0
20190912:1930,0.0,0.0,0.0,25.27,3.66,0.0
20190912:2030,0.0,0.0,0.0,25.28,3.59,0.0
20190912:2130,0.0,0.0,-3.03,25.28,3.45,0.0
20190912:2230,39.12,70.9,11.68,25.45,3.38,0.0
20190912:2330,182.95,245.75,26.42,25.74,3.72,0.0
20190913:0030,343.58,437.25,41.16,26.34,4.83,0.0
20190913:0130,361.56,459.3,55.81,27.04,5.31,0.0
20190913:0230,414.4,526.0,70.15,27.3,5.93,0.0
20190913:0330,406.15,513.6,82.21,27.11,6.76,0.0
20190913:0430,391.64,495.7,76.98,27.38,7.72,0.0
20190913:0530,224.7,292.3,63.16,26.75,7.66,0.0
20190913:0630,261.05,334.2,48.62,26.28,7.24,0.0
20190913:0730,164.24,219.9,33.92,26.6,6.41,0.0
20190913:0830,66.68,101.7,19.19,26.38,6.14,0.0
20190913:0930,6.97,21.71,4.45,26.09,6.28,0.0
20190913:1030,0.0,0.0,0.0,25.6,6.62,0.0
20190913:1130,0.0,0.0,0.0,25.38,5.66,0.0
20190913:1230,0.0,0.0,0.0,25.43,5.24,0.0
20190913:1330,0.0,0.0,0.0,25.62,5.1,0.0
20190913:1430,0.0,0.0,0.0,25.48,4.97,0.0
20190913:1530,0.0,0.0,0.0,25.38,5.24,0.0
20190913:1630,0.0,0.0,0.0,25.2,5.52,0.0
20190913:1730,0.0,0.0,0.0,25.17,5.86,0.0
20190913:1830,0.0,0.0,0.0,25.21,5.79,0.0
20190913:1930,0.0,0.0,0.0,25.17,5.17,0.0
20190913:2030,0.0,0.0,0.0,25.25,4.97,0.0
20190913:2130,0.0,0.0,-3.01,25.15,5.38,0.0
20190913:2230,39.68,70.6,11.7,25.3,5.59,0.0
20190913:2330,157.78,212.95,26.44,25.57,6.48,0.0
20190914:0030,254.4,326.65,41.18,25.71,6.9,0.0
20190914:0130,227.82,294.7,55.81,26.49,7.24,0.0
20190914:0230,375.65,472.3,70.1,26.32,7.66,0.0
20190914:0330,387.21,485.35,81.91,26.77,7.93,0.0
20190914:0430,418.77,523.5,76.69,26.73,7.59,0.0
20190914:0530,130.87,178.05,62.96,26.33,7.38,0.0
20190914:0630,294.21,373.2,48.44,25.87,6.9,0.0
20190914:0730,138.33,188.3,33.76,27.33,7.31,0.0
20190914:0830,66.92,104.65,19.03,26.63,7.45,0.0
20190914:0930,2.44,15.31,4.29,26.41,6.48,0.0
20190914:1030,0.0,0.0,0.0,26.42,6.0,0.0
20190914:1130,0.0,0.0,0.0,26.5,5.72,0.0
20190914:1230,0.0,0.0,0.0,26.54,5.52,0.0
20190914:1330,0.0,0.0,0.0,26.54,5.59,0.0
20190914:1430,0.0,0.0,0.0,26.18,5.24,0.0
20190914:1530,0.0,0.0,0.0,25.89,5.52,0.0
20190914:1630,0.0,0.0,0.0,25.81,6.07,0.0
20190914:1730,0.0,0.0,0.0,25.51,5.79,0.0
20190914:1830,0.0,0.0,0.0,25.24,5.66,0.0
20190914:1930,0.0,0.0,0.0,25.51,6.07,0.0
20190914:2030,0.0,0.0,0.0,25.02,6.76,0.0
20190914:2130,0.0,0.0,-2.99,25.11,5.86,0.0
20190914:2230,34.95,61.25,11.73,25.35,6.07,0.0
20190914:2330,107.6,151.3,26.47,25.58,6.55,0.0
20190915:0030,291.91,369.65,41.2,25.75,7.17,0.0
20190915:0130,280.23,356.5,55.8,26.11,7.59,0.0
20190915:0230,433.5,546.3,70.03,26.67,7.03,0.0
20190915:0330,618.76,786.7,81.61,27.4,7.24,0.0
20190915:0430,636.5,811.15,76.4,28.37,7.72,0.0
20190915:0530,557.71,705.95,62.76,28.59,8.0,0.0
20190915:0630,162.45,218.65,48.27,28.3,7.93,0.0
20190915:0730,59.71,92.3,33.6,27.5,6.34,0.0
20190915:0830,43.29,71.55,18.87,27.13,5.52,0.0
20190915:0930,2.27,14.96,4.13,27.03,5.59,0.0
20190915:1030,0.0,0.0,0.0,26.71,5.17,0.0
20190915:1130,0.0,0.0,0.0,26.55,4.62,0.0
20190915:1230,0.0,0.0,0.0,26.4,4.41,0.0
20190915:1330,0.0,0.0,0.0,26.34,4.48,0.0
20190915:1430,0.0,0.0,0.0,26.36,4.69,0.0
20190915:1530,0.0,0.0,0.0,26.35,4.76,0.0
20190915:1630,0.0,0.0,0.0,26.32,4.83,0.0
20190915:1730,0.0,0.0,0.0,26.23,4.97,0.0
20190915:1830,0.0,0.0,0.0,26.12,4.83,0.0
20190915:1930,0.0,0.0,0.0,26.25,4.9,0.0
20190915:2030,0.0,0.0,0.0,26.22,4.83,0.0
